购物距离注册时长	购物时是否咨询客服	是否团购	是否是新用户	是否直降	是否换购	是够满减	是否买赠	是够加价购	留存标签	咨询数量	同时购买同样物品数量
67	0	0	1	0	0	0	0	0	0	0	1
18	1	0	0	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	3
50	1	0	0	0	0	0	0	0	0	0	0
10	1	0	1	0	0	0	0	0	0	0	2
24	1	0	1	0	0	0	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
35	0	0	0	0	0	0	0	0	0	0	3
13	1	1	1	0	0	0	0	0	0	0	1
46	0	0	1	0	0	0	0	0	0	0	1
61	0	0	1	0	0	0	0	0	0	2	2
12	1	0	1	0	0	1	0	0	0	1	1
7	1	0	0	0	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	1	0
53	0	0	1	0	0	0	0	0	0	2	1
55	1	1	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	1
60	0	0	1	0	0	1	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	1
17	1	0	1	0	0	1	0	0	0	1	1
49	0	0	0	0	0	0	0	1	0	0	1
43	1	0	1	0	0	0	0	0	0	0	1
9	0	0	1	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	1
69	0	1	1	0	0	1	0	0	0	1	1
8	1	0	1	0	0	0	0	0	0	0	2
55	1	0	0	0	0	1	0	0	0	0	1
33	1	0	0	0	0	1	0	0	0	0	1
19	1	0	0	0	0	1	0	0	0	0	1
60	1	0	0	0	0	1	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	2
66	1	0	0	0	0	0	0	0	0	0	1
14	1	0	0	0	0	0	0	0	0	0	0
11	1	1	1	0	0	0	0	0	0	0	1
95	0	0	0	0	0	0	0	0	0	0	0
36	1	0	1	0	0	1	0	0	0	0	1
39	1	0	1	0	0	0	0	0	0	0	0
18	1	0	1	0	0	0	0	0	0	0	1
46	0	0	1	0	0	0	0	0	0	0	0
19	1	0	1	0	0	1	0	0	0	2	1
9	1	0	0	0	0	0	0	0	0	0	1
21	0	0	0	0	0	1	0	0	0	0	1
51	1	0	1	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	0
25	1	0	1	0	0	0	0	0	0	0	1
42	0	0	1	0	0	0	0	0	0	0	2
50	1	0	0	0	0	0	0	0	0	0	0
17	1	0	1	0	0	1	0	0	0	0	1
4	1	0	1	0	0	1	0	0	0	0	1
56	1	0	1	0	0	0	0	0	0	2	0
5	1	0	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	1	0	0	0	0	1
36	0	0	0	0	0	1	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	1
60	0	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	1	0	0	0	0	1
75	0	0	0	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	1
29	0	0	1	0	0	0	0	0	0	0	1
90	0	0	0	0	0	0	0	0	0	0	0
1	1	0	1	0	0	0	0	0	0	2	1
81	0	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	1	0	0	0	2	1
16	1	1	1	0	0	1	0	0	0	2	1
48	1	0	1	0	0	1	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	1
85	0	0	1	0	0	0	0	1	0	0	2
60	0	0	1	0	0	0	0	0	0	0	0
33	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
59	1	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	1	0	0	0	0	1
5	1	0	0	0	0	1	0	0	0	0	1
41	1	0	1	0	0	0	0	0	0	0	1
43	1	0	1	0	0	1	0	0	0	0	1
18	0	0	1	0	0	0	0	0	0	0	1
36	1	0	1	0	0	0	0	0	0	0	0
24	1	0	1	0	0	0	0	0	0	0	1
67	0	0	1	0	0	0	0	1	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	1	0	0	0	0	1
65	1	0	1	0	0	0	0	0	0	0	0
60	1	0	0	0	0	0	0	0	0	0	1
55	1	0	0	0	0	1	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
41	1	0	0	0	0	1	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	2
8	1	0	0	0	0	1	0	0	0	0	1
18	1	0	1	0	0	1	0	0	0	0	1
49	0	0	0	0	0	0	0	0	0	0	1
37	1	0	0	0	0	0	0	0	0	4	1
29	1	0	0	0	0	1	0	0	0	0	1
89	0	0	0	0	0	0	0	0	0	2	1
52	1	0	1	0	0	0	0	0	0	0	1
5	1	0	0	0	0	0	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	2	1
1	1	0	0	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
75	1	0	1	0	0	0	0	0	0	0	0
10	1	0	0	0	0	1	0	0	0	0	1
59	1	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
80	0	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	0	0	1	0	1	1
54	0	0	1	0	0	0	0	0	0	0	1
19	1	0	0	0	0	1	0	0	0	0	1
30	1	0	0	0	0	0	0	0	0	0	1
41	0	0	0	0	0	1	0	0	0	0	1
25	0	0	1	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
18	0	0	1	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	0	0	0	1
22	1	0	1	0	0	0	0	0	0	0	1
99	0	0	0	0	0	0	0	0	0	0	1
43	1	0	1	0	0	0	0	0	0	0	0
24	1	0	0	0	0	1	0	0	0	0	1
10	1	0	0	0	0	1	0	0	0	1	2
87	1	1	1	0	0	0	0	0	0	0	1
21	1	0	0	0	0	0	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	0	1
47	1	0	1	0	0	1	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	1	1
66	0	0	0	0	0	1	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
32	1	0	0	0	0	1	0	0	0	0	1
3	1	0	1	0	0	0	0	0	0	0	0
48	0	0	1	0	0	0	0	0	0	0	1
8	1	0	1	0	0	0	0	0	0	0	1
22	1	0	0	0	0	0	0	1	0	0	1
52	1	0	0	0	0	0	0	0	0	0	0
8	1	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	1	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
33	1	1	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
63	1	0	1	0	0	0	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	0
46	1	0	0	0	0	0	0	0	0	0	0
15	1	0	1	0	0	0	0	0	0	1	1
46	1	0	0	0	0	0	0	0	0	0	0
4	1	1	0	0	0	0	0	0	0	3	0
25	1	0	1	0	0	0	0	0	0	0	1
32	0	0	0	0	0	0	0	0	0	0	1
25	1	0	1	0	0	0	0	0	0	0	1
22	1	0	1	0	0	0	0	0	0	0	0
11	0	0	1	0	0	0	0	0	0	0	1
27	1	1	1	0	0	0	0	0	0	0	2
25	0	0	1	0	0	0	0	0	0	0	0
47	1	0	1	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	2	1
3	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	2
52	1	0	0	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
28	1	0	1	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	1
49	0	1	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	1	0	0	0	0	1
72	0	0	1	0	0	0	0	0	0	0	0
104	1	0	0	0	0	0	0	0	0	0	1
76	1	0	0	0	0	0	0	0	0	0	0
46	1	0	1	0	0	0	0	0	0	0	2
75	1	1	1	0	0	0	0	0	0	0	1
10	1	1	1	0	0	0	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
78	1	0	0	0	0	1	0	0	0	0	1
54	1	0	0	0	0	1	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	0
54	1	0	1	0	0	0	0	0	0	0	0
24	1	0	1	0	0	0	0	0	0	0	1
56	1	0	1	0	0	0	0	0	0	0	0
48	0	0	1	0	0	0	0	0	0	0	0
67	0	1	1	0	0	0	0	0	0	2	1
48	1	0	1	0	0	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	0	0	1
104	0	0	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
82	0	0	1	0	0	1	0	0	0	0	2
98	0	1	1	0	0	0	0	0	0	4	0
52	1	0	0	0	0	0	0	0	0	0	0
54	1	0	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
11	1	1	1	1	0	0	0	0	0	0	0
20	1	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	0
3	1	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	0	1
48	1	1	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	0	0	0	0	0	1
45	0	0	0	0	0	0	0	0	0	0	0
74	0	0	1	0	0	1	0	0	0	0	1
96	0	0	1	0	0	0	0	0	0	0	1
45	0	0	1	0	0	0	0	0	0	0	0
19	1	1	1	0	0	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	1	1
10	1	0	1	0	0	1	0	0	0	0	1
32	1	0	1	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	3	0
36	1	0	1	0	0	0	0	0	0	0	1
81	0	0	0	0	0	0	0	0	0	0	0
17	1	1	1	0	0	0	0	0	0	0	1
20	1	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	1
54	0	0	1	0	0	0	0	0	0	0	0
55	1	0	1	0	0	1	0	0	0	0	1
19	1	0	0	0	0	0	0	0	0	0	1
39	1	0	1	0	0	0	0	0	0	0	1
24	1	0	0	0	0	0	0	0	0	2	0
11	0	0	1	0	0	0	0	1	0	0	1
28	1	0	1	0	0	0	0	0	0	0	1
6	1	1	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	0	1
61	0	0	0	0	0	0	0	0	0	0	1
68	0	1	1	1	0	0	0	0	0	0	0
32	0	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
48	1	0	1	0	0	0	0	0	0	0	1
62	1	1	1	0	0	0	0	0	0	0	1
26	1	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	1	1
91	1	0	1	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	1	0
20	0	0	1	0	0	0	0	0	0	0	1
74	0	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0	0	0	0
29	1	0	0	0	0	0	0	0	0	0	2
73	0	0	1	0	0	0	0	1	0	2	1
1	1	0	0	0	0	0	0	0	0	0	0
11	1	0	1	0	0	0	0	0	0	0	1
47	1	0	1	0	0	1	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	1
19	1	0	1	0	0	1	0	0	0	0	1
26	0	0	1	0	0	0	0	0	0	0	1
36	1	0	1	0	0	0	0	0	0	0	1
31	0	0	0	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	0
15	1	0	1	0	0	0	0	0	0	0	1
48	1	0	1	0	0	0	0	0	0	0	0
19	1	0	1	0	0	0	0	0	0	2	1
64	1	0	0	0	0	0	0	0	0	4	0
25	1	0	1	0	0	1	0	0	0	0	2
38	1	0	1	0	0	1	0	0	0	0	2
23	1	0	1	0	0	0	0	0	0	1	0
76	1	0	1	0	0	0	0	0	0	0	1
75	0	0	1	0	0	0	0	0	0	0	0
16	1	1	1	0	0	0	0	0	0	0	1
5	0	0	1	0	0	0	0	0	0	0	1
18	1	0	0	0	0	1	0	0	0	0	1
69	1	0	1	0	0	0	0	0	0	0	0
87	1	0	0	0	0	1	0	0	0	0	1
26	1	1	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	0
27	1	0	0	0	0	1	0	0	0	0	1
89	1	0	0	0	0	0	0	0	0	0	1
63	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	4	0
45	1	1	1	0	0	1	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	2
101	1	0	0	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	1
11	0	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	1
77	0	0	0	0	0	0	0	0	0	0	1
34	1	0	1	0	0	0	0	0	0	1	0
7	1	0	1	0	0	1	0	0	0	0	1
8	1	1	1	0	0	0	0	0	0	4	1
12	1	0	1	0	0	1	0	0	0	0	1
7	1	0	1	0	0	0	0	0	0	0	1
103	1	0	0	0	0	0	0	0	0	0	1
39	1	0	1	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	0
38	1	0	1	0	0	0	0	0	0	0	1
11	0	0	0	0	0	0	0	0	0	0	1
9	1	0	1	0	0	0	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
80	0	0	1	0	0	1	0	0	0	1	1
14	1	0	0	0	0	0	0	0	0	0	1
33	0	0	0	0	0	0	0	1	0	0	1
45	1	0	0	0	0	0	0	0	0	16	4
7	1	0	0	0	0	0	0	0	0	0	0
29	1	0	1	0	0	0	0	0	0	0	1
58	1	0	1	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	0
85	0	0	1	0	0	0	0	0	0	0	1
18	1	0	0	0	0	0	0	0	0	0	1
25	0	0	1	0	0	0	0	0	0	0	2
8	1	0	1	0	0	0	0	0	0	0	1
54	0	0	1	0	0	0	0	0	0	0	0
6	1	0	0	0	0	1	0	0	0	0	1
14	1	0	1	0	0	0	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	0
75	1	0	1	0	0	1	0	0	0	0	1
43	0	0	1	0	0	0	0	0	0	0	1
54	1	0	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
47	0	0	1	0	0	0	0	0	0	0	2
53	1	0	0	0	0	1	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	0
14	1	0	1	0	0	0	0	0	0	0	1
1	1	0	0	0	0	0	0	0	0	0	1
73	1	0	1	0	0	0	0	0	0	0	0
72	0	0	0	0	0	0	0	1	0	0	1
59	1	0	0	0	0	0	0	0	0	0	0
33	1	0	1	0	0	1	0	0	0	0	1
5	1	0	0	0	0	0	0	0	0	0	1
67	1	0	1	0	0	0	0	0	0	0	1
16	1	0	1	0	0	1	0	0	0	0	1
24	1	0	0	0	0	1	0	0	0	0	1
18	1	1	1	0	0	0	0	0	0	0	1
17	1	0	1	0	0	0	0	0	0	0	1
104	0	0	1	0	0	0	0	0	0	0	1
2	1	0	0	0	0	0	0	0	0	0	1
12	0	1	1	0	0	0	0	0	0	0	1
2	1	0	0	0	0	0	0	0	0	0	0
31	0	0	1	0	0	1	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	0	1
82	0	0	0	0	0	0	0	0	0	0	1
83	0	0	1	0	0	0	0	0	0	0	0
57	0	1	1	0	0	0	0	0	0	3	1
46	1	1	1	0	0	0	0	0	0	0	1
5	0	0	1	0	0	0	0	0	0	0	2
51	1	1	1	0	0	1	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	2
57	0	0	0	0	0	0	0	0	0	0	2
74	1	0	0	0	0	1	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
54	0	0	0	0	0	0	0	0	0	0	1
75	0	0	1	0	0	0	0	0	0	0	1
41	1	0	1	0	0	1	0	0	0	0	1
103	1	1	1	0	0	0	0	0	0	1	1
43	1	0	0	0	0	0	0	0	0	0	1
81	0	1	1	0	0	0	0	0	0	2	1
25	1	0	1	0	0	0	0	0	0	0	1
66	0	0	1	0	0	0	0	0	0	0	1
46	1	0	1	0	0	0	0	0	0	0	0
65	1	0	0	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	0
15	1	0	0	0	0	1	0	0	0	0	1
36	0	0	1	0	0	0	0	0	0	0	1
12	1	0	1	0	0	0	0	0	0	1	1
17	1	0	1	0	0	0	0	0	0	0	1
74	1	0	0	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	1
10	0	0	1	0	0	0	0	0	0	0	2
5	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
63	0	0	1	0	0	0	0	0	0	0	1
25	1	0	1	0	0	0	0	0	0	0	1
4	1	0	1	0	0	0	0	0	0	0	1
60	1	0	0	0	0	1	0	0	0	0	1
34	1	0	0	0	0	1	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	0
33	0	1	1	0	0	0	0	0	0	0	1
53	1	1	1	0	0	0	0	0	0	6	2
80	0	0	1	0	0	0	0	0	0	0	1
32	1	0	0	0	0	1	0	0	0	0	1
65	0	0	1	0	0	0	0	0	0	4	1
27	1	0	1	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	3
68	1	1	1	0	0	1	0	0	0	0	1
74	0	0	1	0	0	0	0	0	0	0	2
69	1	0	1	0	0	0	0	0	0	0	1
76	0	0	0	0	0	0	0	0	0	0	1
50	0	0	1	0	0	1	0	0	0	0	1
65	0	0	0	0	0	0	0	0	0	0	0
25	1	0	0	0	0	0	0	0	0	0	0
25	1	0	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	1	0	0	1
36	1	0	1	0	0	1	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	0
60	0	0	1	0	0	1	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
46	1	1	1	0	0	1	0	0	0	0	2
94	0	0	1	0	0	0	0	0	0	0	1
15	1	0	0	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
69	1	1	1	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	1
24	1	0	1	0	0	1	0	0	0	0	1
59	1	0	0	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	1
85	1	0	0	0	0	0	0	0	0	0	1
63	1	0	0	0	0	0	0	0	0	0	1
17	1	0	1	0	0	0	0	0	0	0	1
74	0	0	0	0	0	1	0	0	0	0	1
65	0	0	0	0	0	1	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	0
6	0	0	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	0
23	1	0	0	0	0	1	0	0	0	0	1
18	0	0	1	0	0	0	0	0	0	0	1
27	1	0	0	0	0	1	0	0	0	0	1
40	1	0	0	0	0	1	0	0	0	0	1
77	0	0	1	0	0	0	0	0	0	0	1
51	1	1	1	0	0	0	0	0	0	0	2
56	0	0	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	1	0	0	0	1	1
100	0	1	1	0	0	0	0	0	0	0	1
99	1	0	0	0	0	0	0	0	0	0	0
46	1	0	0	0	0	1	0	0	0	0	1
30	1	0	0	0	0	1	0	0	0	0	1
100	0	0	0	0	0	0	0	1	0	0	1
36	1	0	1	0	0	1	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	0	1
85	1	0	1	0	0	0	0	0	0	0	0
47	1	0	0	0	0	0	0	0	0	0	0
84	0	1	1	0	0	0	0	0	0	0	1
67	1	1	1	0	0	0	0	0	0	2	1
33	1	0	0	0	0	1	0	0	0	2	1
63	0	0	0	0	0	0	0	0	0	0	1
98	1	0	0	0	0	0	0	0	0	4	0
75	1	1	1	0	0	1	0	0	0	0	1
87	1	0	0	0	0	1	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	0
19	0	1	1	0	0	0	0	0	0	0	1
41	1	0	0	0	0	1	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
104	1	0	0	0	0	1	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	1	1
45	1	0	1	0	0	0	0	0	0	0	1
51	1	0	0	0	0	0	0	0	0	0	0
56	1	1	1	0	0	0	0	0	0	0	1
75	0	0	1	0	0	0	0	0	0	0	1
48	1	0	1	0	0	1	0	0	0	2	1
34	1	0	0	0	0	0	0	0	0	0	1
20	1	0	1	0	0	1	0	0	0	0	1
9	1	1	1	0	0	0	0	0	0	0	1
46	1	0	1	0	0	1	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	1	1
6	1	0	1	0	0	0	0	0	0	0	1
78	0	0	1	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	1
10	1	0	0	0	0	1	0	0	0	0	1
8	0	0	0	0	0	0	0	0	0	0	1
18	1	0	0	0	0	1	0	0	0	0	1
81	1	0	1	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
53	0	0	1	0	0	0	0	0	0	0	1
59	1	0	1	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	1	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
10	1	0	0	0	0	0	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
68	0	0	0	0	0	1	0	0	0	0	1
36	0	0	0	0	0	0	0	1	0	0	1
28	1	0	0	0	0	0	0	0	0	0	0
4	1	1	1	0	0	1	0	0	0	0	1
46	1	0	0	0	0	1	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	2	0
5	1	0	1	0	0	0	0	0	0	0	1
56	0	0	1	0	0	0	0	0	0	0	1
80	0	0	1	0	0	1	0	0	0	0	1
11	1	0	1	0	0	0	0	0	0	0	0
55	0	0	1	0	0	0	0	0	0	0	1
36	1	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	0	1	0	0	0	1	1
49	1	0	0	0	0	0	0	0	0	0	1
72	1	0	0	0	0	0	0	0	0	0	1
61	0	0	0	0	0	1	0	0	0	2	1
44	0	0	1	0	0	0	0	0	0	0	0
8	1	0	1	0	0	0	0	0	0	0	1
65	0	1	1	0	0	1	0	0	0	0	1
30	1	0	0	0	0	0	0	0	0	0	2
40	1	0	1	0	0	0	0	0	0	0	1
18	0	0	0	0	0	1	0	0	0	0	1
53	0	1	1	0	0	1	0	0	0	0	1
4	0	0	1	0	0	0	0	0	0	0	0
33	1	0	1	0	0	0	0	0	0	0	0
46	0	0	1	0	0	0	0	0	0	2	1
34	1	0	0	0	0	1	0	0	0	10	2
15	1	0	1	0	0	0	0	0	0	0	1
40	1	0	0	0	0	0	0	0	0	0	0
19	1	0	0	0	0	0	0	0	0	0	1
98	0	0	1	0	0	0	0	0	0	0	0
46	1	0	0	0	0	1	0	0	0	0	1
29	1	0	1	0	0	0	0	0	0	0	1
85	0	0	1	0	0	0	0	1	0	0	1
73	0	0	1	0	0	0	0	0	0	0	0
15	1	1	1	0	0	0	0	0	0	0	1
25	1	0	0	0	0	1	0	0	0	2	1
31	0	0	1	0	0	0	0	0	0	0	2
5	1	0	0	0	0	0	0	0	0	0	1
34	1	0	0	0	0	1	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	1	1
14	1	0	0	0	0	1	0	0	0	0	1
13	1	0	1	0	0	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	2
18	1	0	1	0	0	0	0	0	0	1	1
33	0	1	1	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	1	0	0	1
8	0	0	0	0	0	0	0	0	0	0	0
17	1	0	1	0	0	0	0	0	0	0	1
7	1	0	1	0	0	0	0	0	0	0	0
4	1	0	0	0	0	0	0	0	0	0	1
60	1	0	1	0	0	0	0	0	0	2	2
25	1	0	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	1	0	0	0	0	1
66	1	0	1	0	0	0	0	0	0	0	1
95	1	0	0	0	0	0	0	0	0	0	1
23	1	0	0	0	0	1	0	0	0	0	1
10	0	0	1	0	0	1	0	0	0	0	1
35	1	0	1	0	0	0	0	0	0	0	1
40	0	0	0	0	0	1	0	0	0	0	1
53	1	0	1	0	0	0	0	0	0	0	1
54	1	0	0	0	0	0	0	0	0	0	0
17	1	0	1	0	0	0	0	0	0	0	1
99	1	0	0	0	0	1	0	0	0	1	1
7	1	0	1	0	0	0	0	0	0	0	1
53	1	0	0	0	0	1	0	0	0	0	1
46	0	0	1	0	0	0	0	0	0	0	2
95	1	1	1	0	0	0	0	0	0	0	1
18	1	0	0	0	0	1	0	0	0	0	1
80	0	0	0	0	0	0	0	0	0	0	0
5	1	0	0	0	0	0	0	0	0	0	1
85	0	0	1	0	0	1	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	1
21	1	0	1	0	0	0	0	0	0	0	2
50	0	0	1	0	0	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	0	0	1
9	1	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	1	0	0	0	2	1
19	1	0	0	0	0	0	0	0	0	0	1
88	1	0	1	0	0	1	0	0	0	0	1
88	0	0	0	0	0	1	0	0	0	0	1
12	1	0	0	0	0	0	0	0	0	0	1
56	0	0	1	0	0	0	0	0	0	0	0
27	1	0	1	0	0	1	0	0	0	0	1
77	0	0	0	0	0	0	0	0	0	0	1
68	1	0	0	0	0	0	0	0	0	0	0
46	1	0	0	0	0	0	0	0	0	0	1
17	1	1	1	0	0	0	0	0	0	0	0
67	1	0	1	0	0	0	0	0	0	0	1
16	1	0	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
8	1	0	0	0	0	0	0	0	0	0	1
66	1	0	1	0	0	0	0	0	0	0	0
68	0	1	1	0	0	0	0	0	0	6	1
60	1	0	0	0	0	0	0	0	0	0	0
36	0	0	1	0	0	0	0	0	0	0	2
46	0	0	1	0	0	0	0	0	0	0	1
62	1	0	1	0	0	1	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
102	1	0	1	0	0	0	0	0	0	0	1
